,Fecha,Contagios acum,Activos,Muertes,Recuperados,Contagios por dia,Ciudad
763,2020-06-21,1238,623,10,605,64,Medellín
764,2020-06-22,1278,628,11,639,40,Medellín
765,2020-06-23,1331,652,11,668,53,Medellín
766,2020-06-24,1414,706,16,692,83,Medellín
767,2020-06-25,1509,781,17,711,95,Medellín
768,2020-06-26,1628,871,17,740,119,Medellín
769,2020-06-27,1760,988,17,755,132,Medellín
770,2020-06-28,1888,1084,17,787,128,Medellín
771,2020-06-29,1962,1106,18,838,74,Medellín
772,2020-06-30,2085,1175,20,890,123,Medellín
773,2020-07-01,2202,1248,24,930,117,Medellín
774,2020-07-02,2382,1383,29,970,180,Medellín
775,2020-07-03,2527,1491,33,1003,145,Medellín
776,2020-07-04,2758,1698,36,1024,231,Medellín
777,2020-07-05,2924,1839,37,1048,166,Medellín
778,2020-07-06,3152,2014,43,1095,228,Medellín
779,2020-07-07,3392,2209,44,1139,240,Medellín
780,2020-07-08,3625,2399,45,1181,233,Medellín
781,2020-07-09,3925,2637,55,1233,300,Medellín
782,2020-07-10,4332,2988,61,1283,407,Medellín
783,2020-07-11,4492,3070,72,1350,160,Medellín
784,2020-07-12,4798,3330,84,1384,306,Medellín
785,2020-07-13,5026,3497,100,1429,228,Medellín
786,2020-07-14,5572,3986,111,1475,546,Medellín
787,2020-07-15,6044,4392,118,1534,472,Medellín
788,2020-07-16,6497,4737,129,1631,453,Medellín
789,2020-07-17,7096,5242,141,1713,599,Medellín
790,2020-07-18,7983,6025,150,1808,887,Medellín
791,2020-07-19,8444,6175,167,2102,461,Medellín
792,2020-07-20,9135,6743,177,2215,691,Medellín
793,2020-07-21,10136,7544,197,2395,1001,Medellín
794,2020-07-22,10763,8046,214,2503,627,Medellín
795,2020-07-23,11228,8281,230,2717,465,Medellín
796,2020-07-24,12018,8772,244,3002,790,Medellín
797,2020-07-25,12781,9296,255,3230,763,Medellín
798,2020-07-26,13373,9647,275,3451,592,Medellín
799,2020-07-27,14604,10580,286,3738,1231,Medellín
800,2020-07-28,15278,10857,315,4106,674,Medellín
801,2020-07-29,16221,11349,338,4534,943,Medellín
802,2020-07-30,17071,11858,357,4856,850,Medellín
803,2020-07-31,18177,12472,376,5329,1106,Medellín
804,2020-08-01,19757,13542,402,5813,1580,Medellín
805,2020-08-02,20984,14277,422,6285,1227,Medellín
806,2020-08-03,22638,15130,441,7067,1654,Medellín
807,2020-08-04,23292,15120,461,7711,654,Medellín
808,2020-08-05,24113,15131,476,8506,821,Medellín
809,2020-08-06,24908,15164,503,9241,795,Medellín
810,2020-08-07,26124,15514,523,10087,1216,Medellín
811,2020-08-08,27028,15659,549,10820,904,Medellín
812,2020-08-09,28034,15234,579,12221,1006,Medellín
813,2020-08-10,29661,15921,597,13143,1627,Medellín
814,2020-08-11,30763,16424,614,13725,1102,Medellín
815,2020-08-12,31721,16678,636,14407,958,Medellín
816,2020-08-13,32594,16457,654,15483,873,Medellín
817,2020-08-14,33626,16440,675,16511,1032,Medellín
818,2020-08-15,34638,15873,711,18054,1012,Medellín
819,2020-08-16,35510,15271,731,19508,872,Medellín
820,2020-08-17,36128,14292,750,21086,618,Medellín
821,2020-08-18,37033,14081,771,22181,905,Medellín
822,2020-08-19,38007,13306,792,23909,974,Medellín
823,2020-08-20,38434,12201,812,25421,427,Medellín
824,2020-08-21,39114,11805,837,26472,680,Medellín
825,2020-08-22,40034,11865,850,27319,920,Medellín
826,2020-08-23,40830,11655,873,28302,796,Medellín
827,2020-08-24,41359,11306,891,29162,529,Medellín
828,2020-08-25,41974,10815,919,30240,615,Medellín
829,2020-08-26,43327,11228,932,31167,1353,Medellín
830,2020-08-27,44045,11139,956,31950,718,Medellín
831,2020-08-28,45060,11439,977,32644,1015,Medellín
832,2020-08-29,45814,11270,993,33551,754,Medellín
833,2020-08-30,46382,10897,1011,34474,568,Medellín
834,2020-08-31,47304,10981,1026,35297,922,Medellín
835,2020-09-01,47937,10410,1028,36499,633,Medellín
